quadweek,year_week,basket,CountProduct_W,StockQty_W,Stock$_W,AvgAgeStock,PurchaseQty,Purchase$,AvgListPrice,SoldQty,SoldQty_In,SoldQty_Out,SoldQty_OutByCondition,SoldQty_OutByMinPrice,SoldQty_none,SoldToStock_W,SoldToStock_W_In,SoldToStock_W_Out,SoldToStock_W_OutByCondition,SoldToStock_W_OutByMinPrice,SoldToStock_W_none,AvgSalesPeriod,AvgSalesPeriod_In,AvgSalesPeriod_Out,AvgSalesPeriod_OutByCondition,AvgSalesPeriod_OutByMinPrice,AvgSalesPeriod_none,Revenue,Revenue_In,Revenue_Out,Revenue_OutByCondition,Revenue_OutByMinPrice,Revenue_none,AvgSalePrice,AvgSalePrice_In,AvgSalePrice_Out,AvgSalePrice_OutByCondition,AvgSalePrice_OutByMinPrice,AvgSalePrice_none,Recap,Recap_In,Recap_Out,Recap_OutByCondition,Recap_OutByMinPrice,Recap_none,RecapPerStockQty_W,RecapPerStockQty_W_In,RecapPerStockQty_W_Out,RecapPerStockQty_W_OutByCondition,RecapPerStockQty_W_OutByMinPrice,RecapPerStockQty_W_none,RecapPerStock$_W,RecapPerStock$_W_In,RecapPerStock$_W_Out,RecapPerStock$_W_OutByCondition,RecapPerStock$_W_OutByMinPrice,RecapPerStock$_W_none,Margin,Margin_In,Margin_Out,Margin_OutByCondition,Margin_OutByMinPrice,Margin_none,MarginUnit,MarginUnit_In,MarginUnit_Out,MarginUnit_OutByCondition,MarginUnit_OutByMinPrice,MarginUnit_none,RecapUnit,RecapUnit_In,RecapUnit_Out,RecapUnit_OutByCondition,RecapUnit_OutByMinPrice,RecapUnit_none,Avg_Basket_IRR,Avg_Basket_Velocity,Avg_Basket_Margin,Avg_IRR,Avg_Margin,Avg_SaleDuration,FDR
16,2026-12,1314,268,848.75,20103.894,37.31991386,174,4725.13,41.5515775,150,62,11,3,73,1,17.67%,7.30%,0.012960236,0.00353461,0.086008837,0.001178203,29.97999933,37.91935323,21.09090909,12.33333333,25.69863014,1,6083.04,2628.26,442.39,137.24,2836.36,38.79,40.5536,42.39129032,40.21727273,45.74666667,38.85424658,38.79,2947.68,1312.48,218.47,80.25,1318.11,18.37,3.472966127,1.546368189,0.257402062,0.09455081,1.553001473,0.021643594,0.147,0.065284865,0.010867049,0.003991764,0.06556491,0.000913753,-896.59,-287.62,-55.23,10.91,-552.83,-11.82,-5.977266667,-4.639032258,-5.020909091,3.636666667,-7.573013699,-11.82,19.6512,21.16903226,19.86090909,26.75,18.05630137,18.37,1,3,1,-0.592520056,-9.648343918,76.62722427,29.57%
16,2026-12,1315,737,762.917,18299.218,32.16078569,192,5054.04,40.9234282,78,21,19,3,27,8,10.22%,2.75%,0.024904413,0.003932276,0.035390482,0.010486069,17.47435897,12.04761905,27.31578947,24.66666667,16.96296296,7.375,3057.45,783.59,755.62,152.57,1047.01,318.66,39.19807692,37.31380952,39.76947368,50.85666667,38.77814815,39.8325,1222.9,290.92,301.83,92.59,421.82,115.74,1.602926662,0.381325885,0.395626261,0.121363136,0.552904182,0.151707198,0.067,0.015897947,0.016494147,0.005059779,0.023051258,0.00632486,-800.35,-252.27,-188.52,-4.91,-268.79,-85.86,-10.26089744,-12.01285714,-9.922105263,-1.636666667,-9.955185185,-10.7325,15.67820513,13.85333333,15.88578947,30.86333333,15.62296296,14.4675,1,3,1,-0.620645069,-6.651594184,74.56291549,54.82%
16,2026-12,1325,81,82,1680.86,17.10365854,11,312.86,41.78439024,12,4,3,,2,3,14.63%,4.88%,0.036585366,,0.024390244,0.036585366,17.33333333,21,20.66666667,,21,6.666666667,524.96,177.22,134.22,,77.93,135.59,43.74666667,44.305,44.74,,38.965,45.19666667,238.72,56.05,56.84,,42.72,83.11,2.911219512,0.683536585,0.693170732,,0.52097561,1.013536585,0.142,0.033346025,0.033816023,,0.025415561,0.049444927,-36.45,-38.06,-8.76,,2.51,7.86,-3.0375,-9.515,-2.92,,1.255,2.62,19.89333333,14.0125,18.94666667,,21.36,27.70333333,1,3,2,-0.526682537,-2.088292683,74.86585366,96.34%
16,2026-12,1413,2,22.5,496.855,8.310222222,8,215.01,39.45666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,-0.542161667,-10.34222222,40.09777778,11.78%
16,2026-12,1414,31,86.25,2018.3,17.06270435,23,600,41.92918841,10,5,2,,3,,11.59%,5.80%,0.023188406,,0.034782609,,9,12.6,12,,1,,449.88,236.61,87.12,,126.15,,44.988,47.322,43.56,,42.05,,217.51,92.35,52.18,,72.98,,2.521855072,1.070724638,0.604985507,,0.846144928,,0.108,0.04575633,0.025853441,,0.036159144,,-27.8,-25.71,4.96,,-7.05,,-2.78,-5.142,2.48,,-2.35,,21.751,18.47,26.09,,24.32666667,,1,4,1,-0.582641232,-9.948144928,39.00168116,26.22%
16,2026-12,1415,171,178.667,4019.438,14.28406835,85,2308.66,40.20761713,35,18,5,1,7,4,19.59%,10.07%,0.027985022,0.005597004,0.039179031,0.022388018,13.22857143,15.22222222,15.8,20,8.571428571,7.5,1377.79,706.39,195.74,40.19,261.9,173.57,39.36542857,39.24388889,39.148,40.19,37.41428571,43.3925,565.78,264.86,88.15,25.4,124.23,63.14,3.166673197,1.482422607,0.493375945,0.142163914,0.695315867,0.353394863,0.141,0.065894784,0.021930927,0.006319291,0.030907306,0.015708664,-341.11,-207.13,-37.98,1.12,-45.89,-51.23,-9.746,-11.50722222,-7.596,1.12,-6.555714286,-12.8075,16.16514286,14.71444444,17.63,25.4,17.74714286,15.785,1,4,1,-0.60193503,-7.598946924,36.69928414,34.14%
16,2026-12,1425,6,6,129.54,3.75,3,73.18,41.44833333,2,,,,,2,33.33%,,,,,0.333333333,9,,,,,9,82.59,,,,,82.59,41.295,,,,,41.295,46.58,,,,,46.58,7.763333333,,,,,7.763333333,0.360,,,,,0.359580052,-2.4,,,,,-2.4,-1.2,,,,,-1.2,23.29,,,,,23.29,1,4,2,-0.528204667,-2.455,42,100.00%
16,2026-12,1514,1,2.25,50.218,8.25,1,24.34,44.08,1,,,,,1,44.44%,,,,,0.444444444,18,,,,,18,39.71,,,,,39.71,39.71,,,,,39.71,15.54,,,,,15.54,6.906666667,,,,,6.906666667,0.309,,,,,0.309450795,-10.53,,,,,-10.53,-10.53,,,,,-10.53,15.54,,,,,15.54,1,5,1,-0.502542,-8.37,11.89,4.00%
16,2026-12,1515,43,46.167,1007.608,58.8756447,40,1049.18,37.68315745,27,1,1,,4,21,58.48%,2.17%,0.021660493,,0.086641974,0.454870362,2.962962963,2,12,,1.75,2.80952381,996.06,46.33,29.99,,150.51,769.23,36.89111111,46.33,29.99,,37.6275,36.63,356.47,11.09,7.18,,58.99,279.21,7.721316092,0.240214872,0.155522343,,1.277752507,6.047826369,0.354,0.011006264,0.007125787,,0.058544593,0.277101809,-321.61,-12.98,-25.77,,-36.69,-246.17,-11.91148148,-12.98,-25.77,,-9.1725,-11.72238095,13.20259259,11.09,7.18,,14.7475,13.29571429,1,5,1,-0.610032761,-6.073419542,6.803106115,3.92%
16,2026-12,1525,4,4,86.36,1.5,5,144.59,40.5,4,,,,,4,100.00%,,,,,1,1.75,,,,,1.75,166.09,,,,,166.09,41.5225,,,,,41.5225,33.32,,,,,33.32,8.33,,,,,8.33,0.386,,,,,0.385826772,-75.07,,,,,-75.07,-18.7675,,,,,-18.7675,8.33,,,,,8.33,1,5,2,-0.50873525,-2.42,2.75,0.00%
16,2026-12,2112,1,50,1254.03,129.72,1,23.8,49.58,2,,,,,2,4.00%,,,,,0.04,195,,,,,195,125.26,,,,,125.26,62.63,,,,,62.63,56.06,,,,,56.06,1.1212,,,,,1.1212,0.045,,,,,0.044703875,2.32,,,,,2.32,1.16,,,,,1.16,28.03,,,,,28.03,2,1,1,-0.452872,-3.83,191.71,46.00%
16,2026-12,2113,1,15,362.75,110.167,,,45.47,4,4,,,,,26.67%,26.67%,,,,,163.25,163.25,,,,,161.68,161.68,,,,,40.42,40.42,,,,,94.74,94.74,,,,,6.316,6.316,,,,,0.261,0.261171606,,,,,1.81,1.81,,,,,0.4525,0.4525,,,,,23.685,23.685,,,,,2,1,1,-0.482531,-3.81,202.14,68.00%
16,2026-12,2114,14,52.75,1414.914,127.1541848,8,227.06,51.29672986,2,,2,,,,3.79%,,0.037914692,,,,155.5,,155.5,,,,102.27,,102.27,,,,51.135,,51.135,,,,37.27,,37.27,,,,0.706540284,,0.706540284,,,,0.026,,0.026340824,,,,-23.37,,-23.37,,,,-11.685,,-11.685,,,,18.635,,18.635,,,,2,1,1,-0.453120114,-3.587819905,208.3005687,54.65%
16,2026-12,2115,24,26,821.36,145.4423077,5,125.63,51.17423077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,-0.456943923,-3.786538462,236.3473077,39.77%
16,2026-12,2122,1,60.25,1434.385,166.218,3,83.74,70.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,-0.432002,-0.47,247.28,50.00%
16,2026-12,2123,16,309.25,7501.166,146.535886,5,125.15,55.20882781,13,13,,,,,4.20%,4.20%,,,,,229.0000154,229.0000154,,,,,666.26,666.26,,,,,51.25076923,51.25076923,,,,,312.53,312.53,,,,,1.010606306,1.010606306,,,,,0.042,0.041664189,,,,,1.45,1.45,,,,,0.111538462,0.111538462,,,,,24.04076923,24.04076923,,,,,2,1,2,-0.432436659,0.406717866,312.5585853,65.58%
16,2026-12,2124,200,550.5,13887.685,132.1158438,14,345.72,54.98211626,41,24,12,3,2,,7.45%,4.36%,0.021798365,0.005449591,0.003633061,,143.3902439,149.4583333,127.75,175.3333333,116.5,,2001.09,1177.14,624.85,118.54,80.56,,48.80707317,49.0475,52.07083333,39.51333333,40.28,,929.76,535.91,306.29,48.96,38.6,,1.68893733,0.973496821,0.556385104,0.08893733,0.070118074,,0.067,0.038588865,0.022054792,0.003525426,0.002779441,,-85.77,-35.5,-9.65,-32.86,-7.76,,-2.09195122,-1.479166667,-0.804166667,-10.95333333,-3.88,,22.67707317,22.32958333,25.52416667,16.32,19.3,,2,1,2,-0.399950119,-0.117661217,258.1169982,70.01%
16,2026-12,2125,1011,1013.75,26116.954,177.6378237,33,1010.81,57.09935388,42,21,14,6,,1,4.14%,2.07%,0.013810111,0.005918619,,0.000986436,163.1428571,151,169.3571429,198.8333333,,117,2317.76,1092.89,737.12,434.76,,52.99,55.1847619,52.04238095,52.65142857,72.46,,52.99,996.07,443.71,289.57,234.43,,28.36,0.982559803,0.437691739,0.285642417,0.231250308,,0.027975339,0.038,0.016989347,0.011087434,0.008976162,,0.001085885,-109.76,-64,-63.96,14.92,,3.28,-2.613333333,-3.047619048,-4.568571429,2.486666667,,3.28,23.71595238,21.12904762,20.68357143,39.07166667,,28.36,2,1,2,-0.380111898,0.494150432,284.3208483,89.35%
16,2026-12,2132,1,54.75,1309.313,173.256,3,72.77,41.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,-0.200033,5.49,229.13,59.00%
16,2026-12,2133,16,284,7052.917,127.7997993,12,317.44,65.02647007,32,5,27,,,,11.27%,1.76%,0.095070423,,,,101.2812406,100.2,101.4814704,,,,1125.65,311.58,814.07,,,,35.1765625,62.316,30.15074074,,,,420.96,159.38,261.58,,,,1.482253521,0.561197183,0.921056338,,,,0.060,0.022597742,0.037088201,,,,-416.54,49.19,-465.73,,,,-13.016875,9.838,-17.24925926,,,,13.155,31.876,9.688148148,,,,2,1,3,-0.258236756,6.544982394,296.8527553,59.66%
16,2026-12,2134,328,926.084,23149.523,156.9218965,21,650.94,64.69058229,35,18,12,1,,4,3.78%,1.94%,0.012957788,0.001079816,,0.004319263,148.6,151.0555556,169.5833333,124,,80.75,2114.99,1053.82,751.99,60.94,,248.24,60.42828571,58.54555556,62.66583333,60.94,,62.06,1105.52,493.9,437.1,33.8,,140.72,1.193757802,0.533320951,0.471987422,0.036497769,,0.151951659,0.048,0.021335213,0.018881599,0.001460073,,0.006078743,311.25,96.09,156.85,9.48,,48.83,8.892857143,5.338333333,13.07083333,9.48,,12.2075,31.58628571,27.43888889,36.425,33.8,,35.18,2,1,3,-0.276137771,5.266032433,345.7984249,79.41%
16,2026-12,2135,1387,1390.75,34343.479,286.7937118,21,543.01,70.3785853,32,11,15,6,,,2.30%,0.79%,0.010785547,0.004314219,,,280.84375,282,264,320.8333333,,,2103.23,691.5,1093.1,318.63,,,65.7259375,62.86363636,72.87333333,53.105,,,1149.74,370.18,621.3,158.26,,,0.826705015,0.266172928,0.446737372,0.113794715,,,0.033,0.010778757,0.018090771,0.004608153,,,396,116.6,252.24,27.16,,,12.375,10.6,16.816,4.526666667,,,35.929375,33.65272727,41.42,26.37666667,,,2,1,3,-0.260925884,4.770598598,482.8296603,94.03%
16,2026-12,2143,12,233.75,5730.094,123.0222235,12,296.66,75.13483422,15,3,12,,,,6.42%,1.28%,0.051336898,,,,161.9333333,355.6666667,113.5,,,,803.82,193.74,610.08,,,,53.588,64.58,50.84,,,,265.62,114.78,150.84,,,,1.136342246,0.491037433,0.645304813,,,,0.046,0.020031085,0.026324175,,,,-95.15,34.44,-129.59,,,,-6.343333333,11.48,-10.79916667,,,,17.708,38.26,12.57,,,,2,1,4,-0.286386171,13.71513369,543.6073797,68.76%
16,2026-12,2144,143,429.75,11039.554,236.2413275,3,87.94,86.85250727,15,11,2,1,,1,3.49%,2.56%,0.004653869,0.002326934,,0.002326934,235.6,213.7272727,322.5,513,,25,1203.78,814.83,219.1,93.96,,75.89,80.252,74.07545455,109.55,93.96,,75.89,661.53,410.79,151.2,66.34,,33.2,1.539336824,0.955881326,0.351832461,0.154368819,,0.077254218,0.060,0.037210742,0.013696205,0.006009301,,0.003007368,278.35,124.2,108.79,38.99,,6.37,18.55666667,11.29090909,54.395,38.99,,6.37,44.102,37.34454545,75.6,66.34,,33.2,2,1,4,-0.288293688,15.44543921,790.7435893,89.48%
16,2026-12,2145,321,321,8254.24,484.8130841,3,108.24,101.45919,3,1,2,,,,0.93%,0.31%,0.00623053,,,,348.3333333,128,458.5,,,,540.43,101.28,439.15,,,,180.1433333,101.28,219.575,,,,386.15,61.27,324.88,,,,1.202959502,0.190872274,1.012087227,,,,0.047,0.007422852,0.039359166,,,,83.9,30.37,53.53,,,,27.96666667,30.37,26.765,,,,128.7166667,61.27,162.44,,,,2,1,4,-0.243285003,13.30520249,1018.893583,97.24%
16,2026-12,2152,2,121.75,3031.993,261.2940226,2,49.16,128.7849281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,-0.237704522,53.93944559,1243.224456,83.18%
16,2026-12,2153,15,271.75,7670.263,232.220931,5,137.43,123.6563201,3,,2,1,,,1.10%,,0.007359706,0.003679853,,,344.6666667,,259,516,,,322.63,,217.52,105.11,,,107.5433333,,108.76,105.11,,,201.96,,126.56,75.4,,,0.743183073,,0.465722171,0.277460902,,,0.026,,0.016500086,0.009830171,,,138.54,,81.86,56.68,,,46.18,,40.93,56.68,,,67.32,,63.28,75.4,,,2,1,5,-0.289126847,47.0951242,1290.130552,86.08%
16,2026-12,2154,194,551,14214.585,360.9870744,10,289.3,135.014569,10,2,6,,,2,1.81%,0.36%,0.010889292,,,0.003629764,232.6,236.5,237.1666667,,,215,1204.24,268.54,699.84,,,235.86,120.424,134.27,116.64,,,117.93,858.52,202.9,521.9,,,133.72,1.558112523,0.368239564,0.947186933,,,0.242686025,0.060,0.014274071,0.03671581,,,0.009407239,612.18,154.24,373.41,,,84.53,61.218,77.12,62.235,,,42.265,85.852,101.45,86.98333333,,,66.86,2,1,5,-0.316088329,40.64410617,1584.025109,96.50%
16,2026-12,2155,10,10,303.15,961.35,,,143.335,1,,1,,,,10.00%,,0.1,,,,410,,410,,,,94.2,,94.2,,,,94.2,,94.2,,,,60.5,,60.5,,,,6.05,,6.05,,,,0.200,,0.199571169,,,,33.93,,33.93,,,,33.93,,33.93,,,,60.5,,60.5,,,,2,1,5,-0.1813178,25.663,1523.393,86.40%
16,2026-12,2212,2,114.75,2700.233,70.43154902,6,160.03,52.76196078,2,2,,,,,1.74%,1.74%,,,,,9,9,,,,,121.95,121.95,,,,,60.975,60.975,,,,,49.09,49.09,,,,,0.427799564,0.427799564,,,,,0.018,0.018179913,,,,,-2.33,-2.33,,,,,-1.165,-1.165,,,,,24.545,24.545,,,,,2,2,1,-0.439200168,-4.990980392,110.2214161,27.07%
16,2026-12,2213,39,721.25,18091.385,76.34767834,49,1251.76,50.00459965,19,15,4,,,,2.63%,2.08%,0.005545927,,,,99,110.6,55.5,,,,954.1,718.58,235.52,,,,50.21578947,47.90533333,58.88,,,,499.94,391.32,108.62,,,,0.693157712,0.542558059,0.150599653,,,,0.028,0.021630185,0.006003963,,,,6.43,27.81,-21.38,,,,0.338421053,1.854,-5.345,,,,26.31263158,26.088,27.155,,,,2,2,1,-0.426309783,-4.663646447,121.7015529,38.06%
16,2026-12,2214,246,893.25,22369.745,73.35453708,49,1295.8,49.66673104,65,61,2,,1,1,7.28%,6.83%,0.002239015,,0.001119507,0.001119507,85.13846154,85.01639344,79,,45,145,3119.2,2945.65,87.12,,37.99,48.44,47.98769231,48.28934426,43.56,,37.99,48.44,1505.87,1420.43,52.18,,9.93,23.33,1.685832634,1.59018192,0.058415897,,0.011116709,0.026118108,0.067,0.063497818,0.002332615,,0.000443903,0.001042927,-122.33,-86.19,-10.09,,-19.51,-6.54,-1.882,-1.41295082,-5.045,,-19.51,-6.54,23.16723077,23.2857377,26.09,,9.93,23.33,2,2,1,-0.431179913,-4.162577666,125.981293,39.59%
16,2026-12,2215,255,264.25,6836.401,79.64372753,38,979.69,49.42737938,30,14,3,6,5,2,11.35%,5.30%,0.011352886,0.022705771,0.018921476,0.00756859,59.46666667,47.71428571,134,68.5,57.6,7.5,1481.89,661.21,170.71,352.4,204.02,93.55,49.39633333,47.22928571,56.90333333,58.73333333,40.804,46.775,701.38,305.95,85.13,210.53,71.49,28.28,2.65422895,1.157805109,0.322157048,0.796707663,0.270539262,0.107019868,0.103,0.04475308,0.012452459,0.030795443,0.010457257,0.00413668,-100.74,-40.6,-0.2,18,-54.26,-23.68,-3.358,-2.9,-0.066666667,3,-10.852,-11.84,23.37933333,21.85357143,28.37666667,35.08833333,14.298,14.14,2,2,1,-0.442066009,-4.067483444,126.0616178,27.33%
16,2026-12,2223,15,228.75,5662.129,72.5534153,14,387.95,57.41822951,15,14,1,,,,6.56%,6.12%,0.004371585,,,,118.3333333,117,137,,,,809.75,755.93,53.82,,,,53.98333333,53.995,53.82,,,,474.25,446.57,27.68,,,,2.073224044,1.952218579,0.121005464,,,,0.084,0.078869627,0.004888621,,,,105.04,100,5.04,,,,7.002666667,7.142857143,5.04,,,,31.61666667,31.89785714,27.68,,,,2,2,2,-0.329037549,-0.928688525,122.3362077,38.88%
16,2026-12,2224,531,1530.917,37372.392,80.3742115,71,1874,55.02181704,89,55,23,5,,6,5.81%,3.59%,0.015023675,0.003266016,,0.00391922,81.96629213,71.45454545,109.2173913,77.6,,77.5,4859.41,3029.39,1297.45,240.37,,292.2,54.60011236,55.07981818,56.41086957,48.074,,48.7,2573.39,1603.81,697.11,151.71,,120.76,1.680946779,1.047613946,0.455354536,0.099097469,,0.078880828,0.069,0.042914299,0.018653074,0.004059414,,0.003231262,290.22,206.04,86.51,29.09,,-31.42,3.260898876,3.746181818,3.761304348,5.818,,-5.236666667,28.91449438,29.16018182,30.30913043,30.342,,20.12666667,2,2,2,-0.324098809,-0.363654868,133.8060116,57.06%
16,2026-12,2225,1773,1790.917,43435.505,70.73311404,111,2891.67,54.09396717,92,48,25,6,,13,5.14%,2.68%,0.013959329,0.003350239,,0.007258851,61.4673913,71.14583333,46.84,83.66666667,,43.61538462,5104.76,2625.71,1402.69,343.46,,732.9,55.48652174,54.70229167,56.1076,57.24333333,,56.37692308,2426.46,1164.11,668.48,190.69,,403.18,1.354870159,0.650007789,0.373261296,0.10647618,,0.225124894,0.056,0.026800886,0.015390174,0.004390187,,0.009282268,215.09,-2.74,86.7,38.99,,92.14,2.337934783,-0.057083333,3.468,6.498333333,,7.087692308,26.37456522,24.25229167,26.7392,31.78166667,,31.01384615,2,2,2,-0.321415332,-0.077725914,131.7300231,74.24%
16,2026-12,2233,10,166.75,4092.6,92.0451934,10,268,62.6958021,2,2,,,,,1.20%,1.20%,,,,,198,198,,,,,113.32,113.32,,,,,56.66,56.66,,,,,68.58,68.58,,,,,0.411274363,0.411274363,,,,,0.017,0.016757074,,,,,22.9,22.9,,,,,11.45,11.45,,,,,34.29,34.29,,,,,2,2,3,-0.158073801,5.25856072,141.7191304,47.70%
16,2026-12,2234,214,659,16137.782,85.37817337,32,851.25,62.15079666,34,25,9,,,,5.16%,3.79%,0.013657056,,,,61.02941176,58.24,68.77777778,,,,1918.19,1387.88,530.31,,,,56.41735294,55.5152,58.92333333,,,,991.67,671.44,320.23,,,,1.504810319,1.018877086,0.485933232,,,,0.061,0.041606709,0.019843495,,,,138.57,48.79,89.78,,,,4.075588235,1.9516,9.975555556,,,,29.16676471,26.8576,35.58111111,,,,2,2,3,-0.174901554,3.722556904,137.3408346,60.78%
16,2026-12,2235,289,293.25,6713.108,80.77237852,22,584.02,61.56977835,20,11,5,2,,2,6.82%,3.75%,0.017050298,0.006820119,,0.006820119,60.9,57.27272727,74.6,48.5,,59,1260.47,690.6,298.02,136.15,,135.7,63.0235,62.78181818,59.604,68.075,,67.85,660.61,354.62,138.35,83.58,,84.06,2.252719523,1.209275362,0.471781756,0.285012788,,0.286649616,0.098,0.05282501,0.020608934,0.012450269,,0.012521771,188.96,71.01,43.46,39.7,,34.79,9.448,6.455454545,8.692,19.85,,17.395,33.0305,32.23818182,27.67,41.79,,42.03,2,2,3,-0.152200621,3.02859335,143.7026257,62.03%
16,2026-12,2312,2,133.5,3287.963,67.56513483,7,180.91,39.56752809,21,9,,,,12,15.73%,6.74%,,,,0.08988764,39.66668571,58.5556,,,,25.5,908.35,370.51,,,,537.84,43.2547619,41.16777778,,,,44.82,475.75,175.19,,,,300.56,3.563670412,1.312284644,,,,2.251385768,0.145,0.05328223,,,,0.091412221,-35.16,-32.38,,,,-2.78,-1.674285714,-3.597777778,,,,-0.231666667,22.6547619,19.46555556,,,,25.04666667,2,3,1,-0.401067034,-5.660898876,71.19651685,34.85%
16,2026-12,2313,37,645.75,15645.675,50.24109292,71,1839.28,49.93086721,42,34,8,,,,6.50%,5.27%,0.012388695,,,,51.04762143,48.35294118,62.5000125,,,,1992.42,1598.62,393.8,,,,47.43857143,47.01823529,49.225,,,,1133.28,901.75,231.53,,,,1.754982578,1.39643825,0.358544328,,,,0.072,0.057635736,0.014798339,,,,58.65,24.85,33.8,,,,1.396428571,0.730882353,4.225,,,,26.98285714,26.52205882,28.94125,,,,2,3,1,-0.394372109,-4.881351142,70.27430507,26.05%
16,2026-12,2314,333,1055.334,25687.655,46.29114311,135,3521.7,48.36015083,211,159,12,1,35,4,19.99%,15.07%,0.011370808,0.000947567,0.033164856,0.003790269,28.9810436,33.48427547,21.16666667,37,11.91429714,20.75,9645.88,7473.86,524.28,37.82,1429.78,180.14,45.71507109,47.00540881,43.69,37.82,40.85085714,45.035,4806.81,3814.69,258.84,20.15,650.43,62.7,4.554776024,3.614675543,0.245268323,0.019093481,0.616326206,0.05941247,0.187,0.148502851,0.010076436,0.000784423,0.025320723,0.002440861,-574.26,-185.67,-69.66,-9.2,-280.03,-29.7,-2.721611374,-1.167735849,-5.805,-9.2,-8.000857143,-7.425,22.78109005,23.99176101,21.57,20.15,18.58371429,15.675,2,3,1,-0.398896934,-4.605540976,71.88621505,27.13%
16,2026-12,2315,431,455.5,11263.208,42.95492865,125,3280.23,48.18710285,59,25,11,8,13,2,12.95%,5.49%,0.024149286,0.017563117,0.028540066,0.004390779,29.15254237,27.8,44.36363636,55.625,6.692307692,2.5,2616.46,1142.2,467.61,378.32,522.44,105.89,44.34677966,45.688,42.51,47.29,40.18769231,52.945,1210.76,536.78,170.36,191.29,258.48,53.85,2.658090011,1.178441273,0.374006586,0.419956092,0.567464325,0.118221734,0.107,0.047657825,0.015125353,0.016983616,0.022949057,0.004781053,-311.98,-121.01,-112.94,-19.37,-58.13,-0.53,-5.28779661,-4.8404,-10.26727273,-2.42125,-4.471538462,-0.265,20.52135593,21.4712,15.48727273,23.91125,19.88307692,26.925,2,3,1,-0.413336759,-4.332343491,70.44540894,23.06%
16,2026-12,2323,33,549.5,13521.842,60.55377934,36,961.65,56.56216106,66,63,3,,,,12.01%,11.46%,0.005459509,,,,52.04545909,51.11111587,71.66666667,,,,3381.54,3235.52,146.02,,,,51.23545455,51.35746032,48.67333333,,,,1861.67,1812.46,49.21,,,,3.387934486,3.298380346,0.08955414,,,,0.138,0.13403943,0.003639297,,,,253.57,277.95,-24.38,,,,3.841969697,4.411904762,-8.126666667,,,,28.20712121,28.76920635,16.40333333,,,,2,3,2,-0.258454106,-0.277038217,74.99681074,32.51%
16,2026-12,2324,623,1819.583,44228.736,47.3857225,151,4031.01,54.97537238,211,173,22,7,2,7,11.60%,9.51%,0.012090682,0.003847035,0.001099153,0.003847035,50.34123223,50.44508613,54.31818182,89.42857143,9.5,7.857157143,11253.36,9231.22,1182.08,447.24,79.18,313.64,53.33345972,53.35965318,53.73090909,63.89142857,39.59,44.80571429,5999.13,4870.85,638.99,291.3,49.48,148.51,3.296980682,2.676904544,0.351173868,0.160091625,0.027193044,0.081617601,0.136,0.110128628,0.014447395,0.006586216,0.00111873,0.003357772,644.9,579.8,47.81,76.87,-7.33,-52.25,3.056398104,3.351445087,2.173181818,10.98142857,-3.665,-7.464285714,28.43189573,28.15520231,29.045,41.61428571,24.74,21.21571429,2,3,2,-0.26146636,-0.253426016,71.27491789,39.83%
16,2026-12,2325,2008,2045.333,48316.049,35.04567238,402,10804.57,53.31958414,173,69,54,11,2,37,8.46%,3.37%,0.026401569,0.005378097,0.000977836,0.018089964,28.87283237,39.8115942,25.48148148,21.90909091,17.5,16.10810811,9002.16,3657.85,2647.15,555.52,89.21,2052.43,52.03560694,53.01231884,49.0212963,50.50181818,44.605,55.47108108,4290.1,1804.3,1172.26,256.49,36.9,1020.15,2.097506861,0.882154642,0.573138946,0.125402563,0.018041072,0.498769638,0.089,0.037343699,0.024262332,0.005308588,0.000763721,0.021114102,-97.66,62.76,-176.21,-20.04,-8.38,44.21,-0.564508671,0.909565217,-3.263148148,-1.821818182,-4.19,1.194864865,24.7982659,26.14927536,21.70851852,23.31727273,18.45,27.57162162,2,3,2,-0.270683814,-0.122312641,70.08059475,61.47%
16,2026-12,2333,9,119.5,2869.589,68.16530126,4,101.88,61.15543933,11,4,1,,,6,9.21%,3.35%,0.008368201,,,0.050209205,96.27272727,115.75,131,,,77.5,562.05,153.78,50.97,,,357.3,51.09545455,38.445,50.97,,,59.55,329.04,53.45,33.27,,,242.32,2.753472803,0.447280335,0.278410042,,,2.027782427,0.115,0.018626361,0.011593995,,,0.084444149,54.28,-57.72,10.35,,,101.65,4.934545455,-14.43,10.35,,,16.94166667,29.91272727,13.3625,33.27,,,40.38666667,2,3,3,-0.149761322,3.480857741,81.90179916,37.28%
